Unnamed: 0,additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor
9919,,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","2,550 sq ft",2,3,3 BHK Apartment ,,East,"12, ",Kharadi,Resale,,,Freehold,,14000000.0,"₹ 5,490/ sq ft ",,,"Ready to move,Unfurnished",12
9920,,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,800 sq ft",2,3,3 BHK Apartment ,,East,"5, ",Kharadi,Resale,,,Freehold,,14500000.0,"₹ 8,055/ sq ft ",,,"Ready to move,Unfurnished",12
9921,,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","2,870 sq ft",3,4,3 BHK Apartment ,,East,"7, ",Kharadi,Resale,,,Freehold,,22500000.0,"₹ 7,839/ sq ft ",,,"Ready to move,Unfurnished",34
9922,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,800 sq ft",1,3,3 BHK Villa ,,East,1,Koregaon Park,Resale,,,Freehold,,25000000.0,"₹ 13,888/ sq ft ",,,"Ready to move,Unfurnished",
9923,"2 rooms( study room, pooja room )",6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,350 sq ft",2,3,3 BHK Apartment ,,North,"4, ",Kalyani Nagar,Resale,1,"Pool View, Garden View",Freehold,,13500000.0,"₹ 10,000/ sq ft ",Raheja Woods,,"Ready to move,Unfurnished",9
9924,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,590 sq ft",1,3,3 BHK Apartment ,,East,"4, ",Viman Nagar,Resale,,,Freehold,,12100000.0,"₹ 7,610/ sq ft ",,,"Ready to move,Unfurnished",8
9925,1 rooms( servant room ),4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,900 sq ft",2,4,3 BHK Apartment ,,,Gr ,Kharadi,Resale,,Garden View,Freehold,,14000000.0,"₹ 4,827/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",11
9926,,4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"3,600 sq ft",2,3,3 BHK Independent House ,,East,,Kharadi,Resale,,Garden View,Freehold,,25000000.0,"₹ 6,944/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9927,1 rooms( pooja room ),4 - 5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,835 sq ft",2,5,4 BHK Independent House ,,NorthEast,,Kharadi,Resale,,"Garden View, Pool View, Road View",Co-Operative Society,,29500000.0,"₹ 10,405/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9928,,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","2,100 sq ft",3,4,4 BHK Apartment ,,,"3, ",Kalyani Nagar,Resale,,Garden View,Freehold,,19000000.0,"₹ 9,047/ sq ft ",Anand Silver Oak,,"Ready to move,Unfurnished",6
9929,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,542 sq ft",2,3,3 BHK Apartment ,,East,"10, ",Kalyani Nagar,Resale,,,,,14500000.0,"₹ 9,403/ sq ft ",Naiknavare Victoria Garden,,"Ready to move,Furnished",10
9930,1 rooms( pooja room ),5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM,BED","Children's play area,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,600 sq ft",3,3,3 BHK Apartment ,,,"5, ",Kalyani Nagar,Resale,,,Freehold,,11900000.0,"₹ 7,437/ sq ft ",Kumar Kumar Kruti,,"Ready to move,Semi-Furnished",12
9931,,7 - 8 years,"Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Intercom,Landscaped Gardens,BED","24 X 7 Security,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,759 sq ft",2,3,3 BHK Apartment ,,East,"3, ",Kalyani Nagar,Resale,,,,,17500000.0,"₹ 9,948/ sq ft ",Raviraj Group and Kothari Group Fortaleza,,"Ready to move,Semi-Furnished",11
9932,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,535 sq ft",3,3,3 BHK Apartment ,,North,"6, ",Kalyani Nagar,Resale,,,,,14000000.0,"₹ 9,120/ sq ft ",Raviraj Fortaleza,,"Ready to move,Unfurnished",11
9933,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","2,780 sq ft",2,3,3 BHK Apartment ,,,"6, ",Kalyani Nagar,Resale,,,Freehold,,30000000.0,"₹ 10,791/ sq ft ",Searock 10 North,,"Ready to move,Unfurnished",8
9934,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,200 sq ft",1,3,3 BHK Apartment ,,,"5, ",Kalyani Nagar,Resale,,"Pool View, Garden View",Freehold,,31500000.0,"₹ 14,318/ sq ft ",Vascon Marigold,,"Ready to move,Unfurnished",11
9935,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,900 sq ft",2,3,3 BHK Apartment ,,,"7, ",Kalyani Nagar,Resale,,"Pool View, Garden View",Freehold,,23500000.0,"₹ 12,368/ sq ft ",Vascon Marigold,,"Ready to move,Unfurnished",11
9936,1 rooms( servant room ),1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","3,000 sq ft",1,3,3 BHK Apartment ,,,"3, ",Kalyani Nagar,Resale,,,Co-Operative Society,,30000000.0,"₹ 10,000/ sq ft ",Vascon 10 Luxe,,"Ready to move,Unfurnished",10
9937,,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,BED","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","5,400 sq ft",2,6,4 BHK Apartment ,,East,"7, ",Viman Nagar,Resale,,,Freehold,,44500000.0,"₹ 8,240/ sq ft ",Marvel Sonnet,,"Ready to move,Furnished",8
9938,,3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,BED","Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","5,700 sq ft",3,4,4 BHK Apartment ,,East,"6, ",Viman Nagar,Resale,,Garden View,Freehold,,57000000.0,"₹ 10,000/ sq ft ",Marvel Sonnet,,"Ready to move,Semi-Furnished",7
9939,,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,485 sq ft",2,3,3 BHK Apartment ,,East,"4, ",Viman Nagar,Resale,,"Garden View, Pool View, Road View",Freehold,,13000000.0,"₹ 8,754/ sq ft ",Pristine Zircon,,"Ready to move,Unfurnished",8
9940,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,500 sq ft",1,3,3 BHK Apartment ,,North,"7, ",Viman Nagar,Resale,,Pool View,Co-Operative Society,,15000000.0,"₹ 10,000/ sq ft ",Pristine Zircon,,"Ready to move,Semi-Furnished",8
9941,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,615 sq ft",2,5,4 BHK Apartment ,,West,"4, ",Koregaon Park,Resale,,Garden View,Co-Operative Society,,34000000.0,"₹ 13,001/ sq ft ",Oxford Hallmark,,"Ready to move,Furnished",9
9942,1 rooms( servant room ),9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","3,000 sq ft",2,4,4 BHK Apartment ,,West,"6, ",Koregaon Park,Resale,,"Garden View, Pool View, Road View",Freehold,,35000000.0,"₹ 11,666/ sq ft ",Kolte Patil Lapis Lazuli,,"Ready to move,Semi-Furnished",11
9943,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,BED","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","1,450 sq ft",1,3,3 BHK Apartment ,,West,"4, ",Kharadi,Resale,,"Road View, Garden View",Co-Operative Society,,8500000.0,"₹ 5,862/ sq ft ",Nagpal Dev Exotica,,"Ready to move,Semi-Furnished",8
9944,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM",Landscaped Gardens,"1,775 sq ft",,3,3 BHK Apartment ,,East,"3, ",Kharadi,Resale,,,Freehold,,18000000.0,"₹ 10,140/ sq ft ",Marvel Cerise,,"Ready to move,Unfurnished",10
9945,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens",550 sq ft,,1,1 BHK Apartment ,,North,"4, ",Koregaon Park,Resale,,,Freehold,,7000000.0,"₹ 12,727/ sq ft ",,,"Ready to move,Semi-Furnished",6
9946,1 rooms( servant room ),12 - 13 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,850 sq ft",2,3,3 BHK Apartment ,,East,"2, ",Bund Garden,Resale,,Garden View,Freehold,,28000000.0,"₹ 15,135/ sq ft ",,,"Ready to move,Unfurnished",5
9947,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens,School,Wifi,Gas connection","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED",675 sq ft,1,1,1 BHK Apartment ,587 sq ft,East,"2, ",Sasane Nagar,Resale,2,"Pool View, Garden View",Freehold,,3400000.0,"₹ 5,037/ sq ft ",Subhash Builder Vardhaman Township,,"Ready to move,Unfurnished",6
9948,1 rooms( study room ),3 - 4 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED",630 sq ft,1,1,1 BHK Apartment ,586 sq ft,East,"3, ",Hadapsar,Resale,,Garden View,Freehold,,3150000.0,"₹ 5,000/ sq ft ",Dreams Aakruti,,"Ready to move,Unfurnished",9
9949,,9 - 10 years,Wardrobe,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",850 sq ft,1,1,2 BHK Apartment ,,,"6, ",Kasarwadi,Resale,,"Corner, Garden View",Freehold,,4500000.0,"₹ 5,294/ sq ft ",DS Sarita Kunj,,"Ready to move,Semi-Furnished",6
9950,,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED",,887 sq ft,2,2,2 BHK Apartment ,886 sq ft,East,"19, ",Hadapsar,Resale,2,"Corner, Garden View, Pool View",Leasehol,,8500000.0,"₹ 9,582/ sq ft ",Amanora Amanora Park Town,60 feet,"Ready to move,Furnished",22
9951,,13 - 14 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Landscaped Gardens,School,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Club House,Gymnasium,Swimming Pool,Wifi","1,596 sq ft",,2,2 BHK Apartment ,,,"6, ",NIBM Annex Mohammadwadi,Resale,2,"Road View, Corner",Co-Operative Society,,7900000.0,"₹ 4,949/ sq ft ",,,"Ready to move,Furnished",7
9952,,4 years,"Lift Available,Car Parking,24 X 7 Security,Swimming Pool,Jogging Track,Landscaped Gardens","Power Backup,Children's play area,Club House,Gymnasium,Sports Facility",540 sq ft,,,1 BHK Apartment ,480 sq ft,,,Chakan,Resale,,,,,2100000.0,"₹ 3,888/ sq ft ",Shraddha Kanchi Enclave,,"Ready to move,Unfurnished",
9953,1 rooms( servant room ),5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,941 sq ft",,4,4 BHK Apartment ,,East,,Kharadi,Resale,,,Freehold,,27500000.0,"₹ 9,350/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9954,,5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"1,828 sq ft",,3,3 BHK Apartment ,,North,,Kharadi,Resale,,,Freehold,,24000000.0,"₹ 13,129/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9955,,5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,285 sq ft",,3,3 BHK Apartment ,,East,,Kharadi,Resale,,,Freehold,,21500000.0,"₹ 9,409/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9956,,5 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"1,828 sq ft",,3,3 BHK Apartment ,,East,,Kharadi,Resale,,,Freehold,,22000000.0,"₹ 12,035/ sq ft ",Geras Greens Ville Sky Villas,,"Ready to move,Unfurnished",
9957,,10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,700 sq ft",3,2,2 BHK Apartment ,,East,,Koregaon Park,Resale,,,Freehold,,30000000.0,"₹ 11,111/ sq ft ",MIT Developments and Holdings Olympus,,"Ready to move,Unfurnished",
9958,,13 - 14 years,"Lift Available,Car Parking,24 X 7 Security,Wardrobe,Sofa,Dining Table","Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Gas connection,BED","1,050 sq ft",1,2,2 BHK Apartment ,950 sq ft,East,"1, ",Kothrud,Resale,,Corner,Freehold,,10500000.0,"₹ 10,000/ sq ft ",,,"Ready to move,Furnished",6
9959,,1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Jogging Track,"1,970 sq ft",2,3,3 BHK Apartment ,,West,"10, ",Undri,Resale,2,Road View,Freehold,,8000000.0,"₹ 4,060/ sq ft ",Mantra Majestique Builders IRA,,"Ready to move,Unfurnished",11
9960,1 rooms( servant room ),9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,281 sq ft",2,4,4 BHK Apartment ,,,"4, ",Kalyani Nagar,Resale,,,Freehold,,35000000.0,"₹ 15,344/ sq ft ",Lunkad Skylounge,,"Ready to move,Unfurnished",11
9961,,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,940 sq ft",2,3,3 BHK Apartment ,,,"7, ",Kalyani Nagar,Resale,,"Pool View, Garden View",Freehold,,25000000.0,"₹ 12,886/ sq ft ",Vascon Marigold,,"Ready to move,Unfurnished",11
9962,1 rooms( pooja room ),4 - 5 years,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,BED","Lift Available,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection","2,000 sq ft",1,3,3 BHK Independent House ,,,,Wagholi,Resale,,Garden View,Freehold,,8800000.0,"₹ 4,400/ sq ft ",Bhandari Chrrysalis,,"Ready to move,Semi-Furnished",
9963,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,485 sq ft",,2,2 BHK Apartment ,,East,"5, ",Viman Nagar,Resale,,,Freehold,,10500000.0,"₹ 7,070/ sq ft ",The Royal Crescent,,"Ready to move,Unfurnished",5
9964,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,990 sq ft",,3,3 BHK Villa ,,East,"4, ",Wagholi,Resale,,,Freehold,,11000000.0,"₹ 3,678/ sq ft ",Kolte Patil Green Groves,,"Ready to move,Unfurnished",4
9965,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens","4,595 sq ft",,4,4 BHK Apartment ,,East,"10, ",Sangamvadi,New,,,Freehold,,95200000.0,"₹ 20,718/ sq ft ",,,Ready to move,13
9966,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,860 sq ft",1,4,4 BHK Apartment ,,East,"22, ",Kalyani Nagar,Resale,,,Freehold,,82600000.0,"₹ 16,995/ sq ft ",,,"Ready to move,Unfurnished",22
9967,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,100 sq ft",2,2,2 BHK Apartment ,,East,"6, ",Kalyani Nagar,Resale,,,Freehold,,8500000.0,"₹ 7,727/ sq ft ",,,"Ready to move,Unfurnished",10
9968,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,105 sq ft",1,5,4 BHK Apartment ,,East,"17, ",Kalyani Nagar,Resale,,,Freehold,,80000000.0,"₹ 19,488/ sq ft ",,,"Ready to move,Unfurnished",22
9969,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","4,105 sq ft",1,6,4 BHK Apartment ,,East,"20, ",Kalyani Nagar,Resale,,,Freehold,,57500000.0,"₹ 14,007/ sq ft ",,,"Ready to move,Unfurnished",22
9970,,16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Club House,Sports Facility,Landscaped Gardens","2,000 sq ft",,3,3 BHK Villa ,,NorthWest,Gr,Koregaon Park,Resale,,,Freehold,,17000000.0,"₹ 8,500/ sq ft ",,,"Ready to move,Semi-Furnished",
9971,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","3,000 sq ft",,4,4 BHK Villa ,,East,Gr,Koregaon Park,Resale,,,Freehold,,40000000.0,"₹ 13,333/ sq ft ",,,"Ready to move,Furnished",
9972,,11 - 12 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens","3,200 sq ft",,4,4 BHK Villa ,,East,Gr,Viman Nagar,Resale,,,Co-Operative Society,,43000000.0,"₹ 13,437/ sq ft ",,,"Ready to move,Unfurnished",
9973,,16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","2,490 sq ft",,3,3 BHK Apartment ,,East,"6, ",Kalyani Nagar Annexe,Resale,,,Freehold,,18500000.0,"₹ 7,429/ sq ft ",,,"Ready to move,Unfurnished",6
9974,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Cafeteria,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",,"2,800 sq ft",,3,3 BHK Apartment ,,East,"12, ",Kharadi,Resale,,,Freehold,,15300000.0,"₹ 5,464/ sq ft ",Marvel Zephyr,,"Ready to move,Unfurnished",12
9975,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","2,100 sq ft",,3,3 BHK Apartment ,,East,"3, ",Koregaon Park,Resale,,,Freehold,,17000000.0,"₹ 8,095/ sq ft ",Patil Swan Lake,,"Ready to move,Unfurnished",4
9976,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,550 sq ft",,3,3 BHK Apartment ,,South,"1, ",Sangamvadi,Resale,,,Freehold,,26000000.0,"₹ 16,774/ sq ft ",,,"Ready to move,Unfurnished",4
